namespace,name,kind,rank,params
qpipe.job.wide_book_feed,tick_rows,function,1,mids
qpipe.source.databento_mbp10,adapt,function,1,raw
qpipe.source.databento_mbp10,columns,value,,
qpipe.source.databento_mbp10,epoch_ns_literal,function,1,ts
qpipe.source.databento_mbp10,fixture,function,1,
qpipe.source.databento_mbp10,fixture_levels,function,3,bid ask sz
qpipe.source.databento_mbp10,level_fields,value,,
qpipe.source.databento_mbp10,levels,value,,
qpipe.source.databento_mbp10,query,function,3,h range_from range_to
qpipe.source.databento_mbp10,row_key,value,,
qpipe.source.databento_mbp10,select_list,function,1,
qpipe.source.databento_mbp10,source_name,value,,
qpipe.source.databento_mbp10,table_name,value,,
qpipe.source.databento_mbp10,target,value,,
qpipe.source.databento_mbp10,time_column,value,,
qpipe.source.databento_mbp10,transport,value,,
qpipe.source.databento_mbp10,types,value,,
qpipe.source.databento_mbp10,tz,value,,
qpipe.source.demo_deals,columns,value,,
qpipe.source.demo_deals,fixture,function,1,
qpipe.source.demo_deals,query,function,3,h range_from range_to
qpipe.source.demo_deals,row_key,value,,
qpipe.source.demo_deals,source_name,value,,
qpipe.source.demo_deals,target,value,,
qpipe.source.demo_deals,time_column,value,,
qpipe.source.demo_deals,types,value,,
qpipe.source.demo_deals,tz,value,,
qpipe.source.demo_events,columns,value,,
qpipe.source.demo_events,fixture,function,1,
qpipe.source.demo_events,query,function,3,h range_from range_to
qpipe.source.demo_events,row_key,value,,
qpipe.source.demo_events,source_name,value,,
qpipe.source.demo_events,target,value,,
qpipe.source.demo_events,time_column,value,,
qpipe.source.demo_events,types,value,,
qpipe.source.demo_events,tz,value,,
qpipe.source.duckdb_deals,adapt,function,1,raw
qpipe.source.duckdb_deals,columns,value,,
qpipe.source.duckdb_deals,epoch_ns_literal,function,1,ts
qpipe.source.duckdb_deals,fixture,function,1,
qpipe.source.duckdb_deals,query,function,3,h range_from range_to
qpipe.source.duckdb_deals,row_key,value,,
qpipe.source.duckdb_deals,source_name,value,,
qpipe.source.duckdb_deals,sql_for,function,2,range_from range_to
qpipe.source.duckdb_deals,table_name,value,,
qpipe.source.duckdb_deals,target,value,,
qpipe.source.duckdb_deals,time_column,value,,
qpipe.source.duckdb_deals,transport,value,,
qpipe.source.duckdb_deals,types,value,,
qpipe.source.duckdb_deals,tz,value,,
qpipe.source.upstream_trades,columns,value,,
qpipe.source.upstream_trades,fixture,function,1,
qpipe.source.upstream_trades,query,function,3,h range_from range_to
qpipe.source.upstream_trades,row_key,value,,
qpipe.source.upstream_trades,source_name,value,,
qpipe.source.upstream_trades,target,value,,
qpipe.source.upstream_trades,time_column,value,,
qpipe.source.upstream_trades,types,value,,
qpipe.source.upstream_trades,tz,value,,
qpipe.transform.databento_book,book,table,,
qpipe.transform.databento_book,contract,table,,
qpipe.transform.databento_book,example_book,function,1,
qpipe.transform.databento_book,fold,function,2,batch prefix
qpipe.transform.databento_book,to_book,function,1,batch
qpos,apply_fill,function,5,pos sym qty price side
qpos,apply_fills,function,2,pos trades
qpos,ccy_exposure,function,1,pos
qpos,ccy_exposure_in,function,4,pos quotes reporting_ccy as_of
qpos,ccy_legs,function,3,sym qty avg_price
qpos,empty_book,function,1,
qpos,reconcile_trades,function,4,reference_book trades qty_tol price_tol
qpos,total_pnl,function,3,pos sym mkt_price
qpos,unrealized_pnl,function,3,pos sym mkt_price
qrates,cont_to_simple,function,2,r t
qrates,df_cont,function,2,r t
qrates,df_simple,function,2,r t
qrates,growth_cont,function,2,r t
qrates,growth_simple,function,2,r t
qrates,simple_to_cont,function,2,r t
qrisk,carry_pnl,function,3,notional spot fwd
qrisk,carry_return,function,2,spot fwd
qrisk,pip_value,function,2,notional pip_factor
qrisk,pnl,function,4,notional entry_rate exit_rate side
qrisk,var_historical,function,2,pnl_series confidence
qrisk,var_parametric,function,4,notional vol t confidence
qschema,require_cols,function,4,fn_name table_name tbl req
qstats,PI,value,,
qstats,horner_eval,function,2,coeffs x
qstats,inv_ncdf,function,1,p
qstats,ncdf,function,1,x
qstats,npdf,function,1,x
qsynth,drift_one,function,1,s
qsynth,levels_one,function,4,mid step dir levels
qsynth,levels_size,function,1,levels
qsynth,pairs,value,,
qsynth,pip,value,,
qsynth,size_unit,value,,
qsynth,spot,value,,
